Path/Name,Phrase
ivr/ivr-to_accept_press_one,接听请按1。
ivr/ivr-incoming_call,来电
ivr/ivr-thank_you_for_calling,感谢致电
ivr/ivr-stay_on_line_call_answered_momentarily,请稍候
ivr/ivr-call_being_transferred,电话转接中
ivr/ivr-enjoy_music_while_transfer,电话转接中，请稍候
ivr/ivr-call_from,电话来自...
ivr/ivr-no_menu_items,该菜单没有选项，请联系管理员
ivr/ivr-for_directory_press,"选择企业目录, 请按..."
ivr/ivr-using_telephone_keypad,使用您的电话拨号盘...
ivr/ivr-enter_letters_last_name,请输入姓氏的开头几个字母
ivr/ivr-enter_letters_first_name,请输入名字的开头几个字母
ivr/ivr-enter_letters_first_or_last_name,请输入姓名的开头几个字母
ivr/ivr-if_correct_press,正确请按...
ivr/ivr-if_not_press,错误请按...
ivr/ivr-finished_pound_hash_key,输入完毕请按#号键
ivr/ivr-dnd_activated,免打扰未生效
ivr/ivr-dnd_cancelled,免打扰已生效
ivr/ivr-any_other_digit,请输入任意其它数字...
ivr/ivr-one_yes_two_no,确认请按1，否则请按2
ivr/ivr-enter_queue_number,请输入队列号码，以#号结束
ivr/ivr-please_enter_the,请输入...
ivr/ivr-number,号码.
ivr/ivr-followed_by_pound,...以#号结束
ivr/ivr-account_balance_is,账户余额为...
ivr/ivr-file,...文件...
ivr/ivr-files,文件
ivr/ivr-for_a_wakeup_call,叫醒服务...
ivr/ivr-this_is_your_wakeup_call,这里是电话叫醒服务
ivr/ivr-request_wakeup_call,设置电话叫醒服务...
ivr/ivr-confirm_wakeup_call,确认电话叫醒服务...
ivr/ivr-cancel_wakeup_call,取消电话叫醒服务...
ivr/ivr-requested_wakeup_call_for,您已设置电话叫醒服务..
ivr/ivr-not_requested_wakeup_call,您未设置电话叫醒服务
ivr/ivr-wakeup_call_cancelled,您的电话叫醒服务已取消
ivr/ivr-for_daily_wakeup_call,每日叫醒电话...
ivr/ivr-daily_wakeup_call,每日叫醒电话...
ivr/ivr-for_daily_wakeup_calls,每日叫醒电话...
ivr/ivr-for_one_time_wakeup_call,一次性叫醒电话...
ivr/ivr-one_time_wakeup_call,一次性叫醒电话...
ivr/ivr-wakeup_call,...叫醒电话...
ivr/ivr-wakey_wakey_sunshine,该起床了，太阳晒屁股了!
ivr/ivr-welcome,欢迎
ivr/ivr-welcome_to,欢迎致电...
ivr/ivr-good_morning,早上好.
ivr/ivr-good_afternoon,中午好.
ivr/ivr-good_evening,晚上好.
ivr/ivr-thank_you,谢谢
ivr/ivr-for,为...
ivr/ivr-longer_than_usual_hold_times,这次等待时间比往常长一点
ivr/ivr-you_are_the,您是...
ivr/ivr-one_moment_please,请稍候
ivr/ivr-call_answered_order_received,您的电话会被按顺序接听
ivr/ivr-you_entered,您输入的是...
ivr/ivr-extension_number,分机号...
ivr/ivr-please_hold_while_party_contacted,电话转接中，请稍候.
ivr/ivr-please_enjoy_music_while_party_reached,电话转接中，请先欣赏音乐.
ivr/ivr-generic_greeting,欢迎致电，请直拨分机号，查号请拨 0
ivr/ivr-if_correct_one_if_not_two,正确认按1，错误请按2
ivr/ivr-repeat_this_information,重听...
ivr/ivr-no_no_no,不　不　不!
ivr/ivr-did_you_mean_to_press_key,您是说要按那个键吗？
ivr/ivr-seriously_mean_to_press_key,我是认真的，你真的是说要按那个键吗？
ivr/ivr-oh_whatever,好吧，随便
ivr/ivr-one_more_mistake,总算对了！如果你再输错小心我打你屁股
ivr/ivr-congratulations_you_pressed_star,恭喜，您按的是星号键，这并不表示您是一个明星。只是意味着你有一个手指头可以按键
ivr/ivr-engineers_busy_assisting_other_sales,所有工程师都在忙着帮助其它销售代表演示CudaTel有多酷
ivr/ivr-message_self_destruct,"该信息将会自已删除，倒计时 5, 4, 3, 2, 1 ..."
ivr/ivr-all_your_call_are_belong_to_us,您所有的电话都属于我们.
ivr/ivr-love_those_touch_tones,我就是喜欢你按电话按键的那股劲!
ivr/ivr-yes_we_have_no_bananas,是的，我们没有香蕉.
ivr/ivr-dude_you_suck,哥们，你太恶心了!
ivr/ivr-on_hold_indefinitely,您的来电对我们很重要，但您的耐心却不是，所以，我们很高兴把您放到等待队列里，用我们烦人的保持音乐恶心你
ivr/ivr-has_left_the_building,...离开办公室了
ivr/ivr-phone_is_unassigned,无此电话号码
ivr/ivr-phone_not_configured,该电话设置有误
ivr/ivr-phone_is_configured_properly,恭喜! 电话配置已成功，现在可以分配给一个用户了
ivr/ivr-contact_system_administrator,请联系系统管理员
ivr/ivr-no_calls_waiting_in_queue,该队列没有电话了
ivr/ivr-you_are_number_one,您是队列中的第一位。
ivr/ivr-has_called_emergency_services,...呼叫了紧急服务
ivr/ivr-there_are,那里有...
ivr/ivr-enter_source_telephone_number,请输入主叫电话号码，以#号结束.
ivr/ivr-enter_destination_telephone_number,请输入被叫电话号码，以#号结束.
ivr/ivr-recording_started,录音开始
ivr/ivr-recording_stopped,录音结束
ivr/ivr-recording_paused,录音暂停
ivr/ivr-recording_deleted,录音删除
ivr/ivr-no_longer_in_queue,您不再在队列中
ivr/ivr-withdrawn,...取款.
ivr/ivr-question,问题...
ivr/ivr-questions,...问题.
ivr/ivr-has_been_answered,...已应答
ivr/ivr-has_been_removed,...已删除
ivr/ivr-no_questions_in_queue,队列中已没有问题了.
ivr/ivr-is_now_on,现已开启
ivr/ivr-is_now_off,现已关闭
ivr/ivr-phone_not_make_external_calls,该电话不允许呼叫外部号码
ivr/ivr-id_number,身份证号...
ivr/ivr-skip_instructions,跳过该帮助信息...
ivr/ivr-hangup_to_discard,不按任何键挂断该电话以放弃录音.
ivr/ivr-or_press,...或按...
ivr/ivr-for_english_press,英语，请按...
ivr/ivr-call_cannot_be_completed_as_dialed,您拨叫的号码是空号
ivr/ivr-please_check_number_try_again,请查证后再拨
ivr/ivr-failure_reason_is,失败原因为...
ivr/ivr-unallocated_number,空号
ivr/ivr-no_user_response,无响应
ivr/ivr-invalid_number_format,号码错误
ivr/ivr-invalid_sound_prompt,无效的声音提示
ivr/ivr-gateway_down,网关错误
ivr/ivr-no_route_destination,无法路由
ivr/ivr-user_busy,用户忙
ivr/ivr-call_rejected,呼叫被拒绝
ivr/ivr-normal_unspecified,未知错误
ivr/ivr-incompatible_destination,目的地不兼容
ivr/ivr-normal_clearing,正常挂机
ivr/ivr-not_have_permission,操作受限
ivr/ivr-youre_doing_it_wrong,您做错了！
ivr/ivr-were_asterisk_free,我们不使用Asterisk！
ivr/ivr-douche_telecom,Douche Telecom
ivr/ivr-to_learn_more_about_freeswitch,了解更多关于FreeSWITCH的信息
ivr/ivr-there_is,有
ivr/ivr-do_not_call_list,禁止呼叫列表
ivr/ivr-call_attempt_aborted,呼叫尝试已中止
ivr/ivr-to_wait_stay_on_the_line,如需等待，请保持在线。
ivr/ivr-if_you_would_like_us_to_call_back,如果您希望我们回电
ivr/ivr-it_appears_that_your_phone_number_is,您的电话号码似乎是
ivr/ivr-would_you_like_to_receive_a_call_at_this_number,您想在此号码接听电话吗？
ivr/ivr-please_enter_the_number_where_we_can_reach_you,请输入我们可以联系您的号码。
ivr/ivr-we_will_return_your_call_at_this_number,我们将在此号码回电。
ivr/ivr-anonymous_caller,匿名呼叫者
ivr/ivr-freeguipy,给自己来一块免费的派吧！
ivr/ivr-learn_more_freeguipydotorg,了解更多请访问 F-R-E-E-G-U-I-P-Y 点 O-R-G
ivr/ivr-terribly_wrong_awkward,出了大问题，非常严重的问题...（尴尬！）
ivr/ivr-it_was_that_bug,天哪，果然是那个bug！
ivr/ivr-concentrate,集中注意力！专注于兔子！专注于兔子！
ivr/ivr-file_a_jira,如果您不喜欢，可以提交一个JIRA工单！
ivr/ivr-founder_of_freesource,请允许我介绍FreeSOURCE的创始人，Anthony Ministrone。
ivr/ivr-cold_foolish,伙计，这真是太蠢了...太蠢了
ivr/ivr-trollover_minutes,恭喜！您本月获得了1500分钟的优惠！
ivr/ivr-yuno_silent_drill,为什么不用静音模式？！
ivr/ivr-beacuase,因为这些声音还不错
ivr/ivr-day_mode,日间模式...
ivr/ivr-night_mode,夜间模式...
ivr/ivr-lunch_mode,午餐模式...
ivr/ivr-custom_mode_number,自定义模式号码
ivr/ivr-not_have_permission_to_edit,您没有编辑权限
ivr/ivr-this_feature,此功能
ivr/ivr-feature,功能
ivr/ivr-automated_attendants,自动话务员
ivr/ivr-automated_attendant,自动话务员
ivr/ivr-please_enter_extension_number_of,请输入分机号
ivr/ivr-that_you_would_like_to_modify,您要修改的
ivr/ivr-invalid_extension_try_again,分机无效，请重试。
ivr/ivr-modify_main_prompts,修改主提示
ivr/ivr-modify_option_prompts,修改选项提示
ivr/ivr-hear_usage_stats,收听使用统计
ivr/ivr-at_the_tone,在提示音后
ivr/ivr-record_prompt,录制提示
ivr/ivr-record_short_greeting,录制简短问候
ivr/ivr-record_invalid_sound,录制无效声音
ivr/ivr-record_exit_sound,录制退出声音
ivr/ivr-when_finished_press_any_key,完成后按任意键。
ivr/ivr-press_key_of_prompt_to_modify,按要修改的提示的按键。
ivr/ivr-key,键
ivr/ivr-does_not_contain_a_recording,不包含录音
ivr/ivr-already_contains_a_recording,已包含录音
ivr/ivr-option,选项
ivr/ivr-has_had,曾有
ivr/ivr-visitors,访客
ivr/ivr-visitor,访客
ivr/ivr-reset_usage_totals,重置使用总数
ivr/ivr-reset_usage_totals_confirm,确认重置使用总数
ivr/ivr-to_confirm,确认请按
ivr/ivr-usage_totals_have_been_reset,使用总数已重置。
ivr/ivr-to_modify,修改请按
ivr/ivr-to_modify_main_prompt,修改主提示请按
ivr/ivr-short_greeting,简短问候
ivr/ivr-ivalid_sound_prompt,无效的声音提示
ivr/ivr-exit_sound_prompt,退出声音提示
ivr/ivr-not_accept_anonymous_calls,不接受匿名呼叫
ivr/ivr-to_accept_press,接受请按
ivr/ivr-to_reject,拒绝请按
ivr/ivr-hang_up,挂断
ivr/ivr-to_reject_hangup,拒绝请挂断
ivr/ivr-access_denied,访问被拒绝。
ivr/ivr-perform_dtmf_test,执行DTMF测试
ivr/ivr-perform_echo_test,执行回声测试
ivr/ivr-perform_delayed_echo_test,执行延迟回声测试
ivr/ivr-hangup_to_end_test,挂断以结束测试。
ivr/ivr-read_each_key_press_back,读回每次按键
ivr/ivr-echo_your_audio_back,回放您的音频
ivr/ivr-delayed_echo_your_audio_back,延迟回放您的音频
ivr/ivr-send_fax,发送传真
ivr/ivr-enter_number_send_fax,输入号码以发送传真
ivr/ivr-send_fax_now,立即发送传真
ivr/ivr-has_been_added_to_the_blacklist,已添加到黑名单
ivr/ivr-has_been_removed_from_blacklist,已从黑名单中移除
ivr/ivr-enter_number_to_add_to_blacklist,输入要添加到黑名单的号码
ivr/ivr-enter_number_to_remove_from_blacklist,输入要从黑名单中移除的号码
ivr/ivr-is_not_on_the_blacklist,不在黑名单中
ivr/ivr-is_already_on_the_blacklist,已在黑名单中
ivr/ivr-for_other_options,其他选项请按
ivr/ivr-your_caller_id_information_is,您的来电显示信息是
ivr/ivr-call_screening_enabled,来电筛选已启用
ivr/ivr-call_screening_disabled,来电筛选已禁用
ivr/ivr-prompt,提示
ivr/ivr-enabled,已启用
ivr/ivr-disabled,已禁用
ivr/ivr-aint_nobody_got_time_for_that,谁都没时间管这个！
ivr/ivr-we_would_support,如果您能回复我们的电话和邮件，我们很乐意为您提供支持。
ivr/ivr-suck,...糟糕。
ivr/ivr-sucks,...糟糕。
ivr/ivr-to_redial_last_call,重拨最后通话请按
ivr/ivr-ensure_service_keeps_working,确保服务持续运行
ivr/ivr-please_contact,请联系
ivr/ivr-the_billing_department,计费部门
ivr/ivr-by_dialing,拨打
ivr/ivr-credit_card_could_not_be_charged,信用卡无法扣款
ivr/ivr-units,单位
ivr/ivr-per_minute,每分钟
ivr/ivr-your_caller_id_number_is_blocked,您的来电显示号码已被屏蔽
ivr/ivr-unblock_caller_id,您必须取消来电显示屏蔽才能在电话卡上使用免PIN码授权。
ivr/ivr-request_or_use_pin,或者，您可以在账户上申请或使用PIN码。
ivr/ivr-you_have_used,您已使用
ivr/ivr-out_of,共
ivr/ivr-next_billing_cycle,下一个计费周期
ivr/ivr-nothing,无内容
ivr/ivr-to_skip,跳过请按
ivr/ivr_connect_live_operator,连接到真人接线员
ivr/ivr-connect_actual_human_being,连接到真人
ivr/ivr-system_down_for_maintenance,系统维护中
ivr/ivr-system_back_up_in_approximately,系统预计恢复时间约
ivr/ivr-you_lose,一切都写得清清楚楚，黑白分明！你偷了气泡饮料！你撞到了天花板，现在必须清洗和消毒，所以你什么都得不到！你输了！再见，先生！
ivr/ivr-cold_pop,要拿冷饮，请按...
ivr/ivr-barbecuing,如果您以为有人在烧烤，请按...
ivr/ivr-no_shoes,如果您没来得及穿鞋就跑了，请按...
ivr/ivr-smoke_got_you,如果烟熏到您了，请按...
ivr/ivr-got_bronchitis,如果您患有支气管炎，请按...
ivr/ivr-nobody_got_time_for_that,如果谁都没时间管这个，请按...
ivr/ivr-reminder_for,提醒
ivr/ivr-appointment_schedule_for,预约安排
ivr/ivr-Your_verification_PIN_is,您的验证PIN是
ivr/ivr-hotseat_intro,热座介绍
ivr/ivr-modify_main_prompt,修改主提示
ivr/ivr-hotseat_pin,热座PIN
